freq,c_dest,purpose,duration,tra_mode,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FOR,TOTAL,N_GE1,RAIL,NR,LV	: u	30242 u	38226 u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,FOR,TOTAL,N_GE1,RAIL,NR,ME	: 	: 	: 	: 	29739 u	19727 u	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RAIL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RAIL,NR,NL	760861 b	661579 	576121 	707735 	506789 	780171 	842396 	1257581 	290668 	656053 	2093772 	2352779 	2075587 
A,FOR,TOTAL,N_GE1,RAIL,NR,NO	: 	: u	100402 u	99518 u	98318 u	133171 u	74215 u	: 	: 	: u	74314 u	134978 u	141060 u
A,FOR,TOTAL,N_GE1,RAIL,NR,PL	174531 u	199211 	155881 b	162185 	174091 	125887 	114897 	106154 	43055 	45589 	80933 	99013 	104482 
A,FOR,TOTAL,N_GE1,RAIL,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,RAIL,NR,RO	21497 u	: u	: u	19929 u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,RAIL,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RAIL,NR,SE	: 	: 	526109 	575377 	508661 	470356 	701071 	761885 	134296 u	276254 u	983957 	: 	1461644 u
A,FOR,TOTAL,N_GE1,RAIL,NR,SI	54437 	32688 u	46280 u	33520 u	43147 u	41109 u	41813 u	35876 u	: u	23037 u	38211 u	63597 	67662 
A,FOR,TOTAL,N_GE1,RAIL,NR,SK	152158 u	137450 bu	139444 u	252464 u	311043 u	384320 	537495 	640879 	101851 u	186169 u	349967 	358492 	390780 
A,FOR,TOTAL,N_GE1,RAIL,NR,UK	3794139 	3853047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,AL	: 	: 	: 	: 	: 	185960 	: 	191855 	81396 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,AT	4854435 	4551344 	4910982 	4613241 	5191616 	5294947 	4911251 	5018175 	2213593 	4226768 	6903501 	7464296 	7461391 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,BE	4818884 	5092581 	5481105 	5551928 	6682738 	5835840 b	6241456 	6731583 	3522121 	3972110 	6672913 	7134469 	7363254 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,BG	159812 b	228794 	229955 	232531 	258904 	306666 	389776 	514983 	77633 u	90124 	376575 	568379 	686232 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,CH	5171399 	5277689 	5398234 	6035979 	5812578 	6324185 	6213012 	5547378 	3407113 	3145555 	5140206 	: 	: 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,CY	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,CZ	2897584 	3004156 	3073494 	3335492 	3370578 	3610325 	3897620 	3621261 	1731161 	1812743 	3595314 	4077909 	3739787 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,DE	33701873 	35778865 	35817656 	35633033 	37825737 	37207890 	46182125 	43842918 	22286774 	28676688 	41503372 	47750769 	51949999 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,DK	2257872 	2865232 b	2876512 	2874827 	2651364 	2226541 	1170910 	2151846 	1264681 	1048803 	1723009 	1953118 	3256414 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,EA20	72201763 	73132810 	74582437 	74935719 	78865010 	81757800 	91440275 	90226275 	43158965 	57669998 	89803323 	100565581 	104991977 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,EE	204520 	279932 	323290 	259574 	342890 	336619 	464522 	413589 	183645 	132070 	281897 	326978 	304870 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,EL	130729 	132167 	148489 	120463 	95383 	122998 	170927 	193914 	69358 	78789 	181571 	185848 	154722 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,ES	2896443 	2581487 	2813582 	3265630 b	3322133 	4280335 	4083372 	4316078 	1572232 	2292831 	3714692 	4038882 	3936987 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,EU27_2020	86553252 e	88229544 e	89900561 	91117849 	95635232 	100658640 	109892864 	110193863 	51994547 	67804110 	106697259 	119214857 e	124599348 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,FI	493978 b	505618 	404433 	453271 	551637 	587246 	572420 	450643 	221770 	166732 u	538820 	645190 	572179 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,FR	6612172 	6712599 	7075956 	6420893 	6340162 	7655791 	8048699 	7521178 	3841815 	4682536 	7772129 	8351056 	8598034 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,HR	1529037 	1437614 	1393882 	1255724 	881284 	1027360 	1049664 	1260357 	345667 	440152 	798632 	1217514 	1243708 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,HU	2861388 	3101069 	3488896 	3977904 	4478375 	4626434 	5024125 	5057313 	1856653 	2096761 	3512812 	3709297 	3573365 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,IE	377208 	365847 	348431 	343160 	385304 	405400 	426234 	574605 	230285 	412101 	703633 	1068415 	1262573 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,IT	2918526 	1916430 	2078094 b	3073664 	2374640 	2905728 	2709296 	2796145 	900360 	1329350 	2543782 	1701146 	1806052 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,LT	669877 	710374 	694785 	637215 	696982 	684169 	653435 	643167 	250882 	180702 	303153 	365391 	267095 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,LU	745156 	796317 	865374 	831695 	729410 	1059573 	1167263 	1179563 	897721 	1129977 	1482933 	1542544 	1511229 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,LV	507317 	423147 	394578 	447102 	443889 	442225 	465233 	478085 	201833 	188621 	490848 	615694 	559689 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,ME	: 	: 	: 	: 	310942 	251832 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,MK	: 	: 	: 	: 	: 	: 	: 	164780 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,NL	8479670 b	8498393 	8267830 	8124819 	8793265 	9260388 	9121997 	9366715 	4523308 	6741969 	11150422 	11991562 	11253998 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,NO	: 	1386186 	1465736 	1562082 	1120030 	1287385 	1296472 	: 	: 	560740 	1540549 	1630191 	: u
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,PL	4323816 	3930566 	3707103 b	3780557 	3779263 	3629734 	3965178 	3986481 	2543998 	2577532 	3347964 	3597101 	3582491 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,PT	275534 	280508 	317784 	315285 	349873 	414582 	411154 	538193 	181520 	265797 	510874 	663782 	710175 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,RO	190062 	339169 	336744 	364995 	434326 	442350 	516363 	628857 	212591 	470140 	621703 	800014 	858884 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,RS	: 	: 	: 	: 	: 	: 	426720 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,SE	: 	: 	1605419 	1615824 	1797412 	4058790 	3488617 	4006847 	1148865 	2038009 	3716560 	: 	3910198 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,SI	1844147 	2063066 	2075690 	2220760 	2212646 	2375780 	2485687 	2362805 	999870 	1779202 	2496137 	3297426 	3670667 
A,FOR,TOTAL,N_GE1,RDMV_PAS_X_BUS,NR,SK	1142258 	1006519 b	1170495 	1367721 	1645420 	1860929 	2275540 	2538563 	716211 	973599 	1754014 	2204617 	2365355 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	52497 u	100217 u	91476 u	103448 	138324 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	545423 	92654 u	263891 	311258 	376249 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	140681 u	: u	: u	: 	: 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	2037049 	3158182 	4794816 	5231204 	6745464 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	74752 u	126080 u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	3025145 	4004598 	6534029 	7500434 	9138657 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	63575 u	59538 u	114944 	154126 	140544 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	3243877 	4209705 	7164998 	8018220 e	9399690 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	87778 u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	139693 u	289679 	555889 	536552 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	196634 u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	19659 	40101 	52539 	55179 	60933 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	113459 u	247610 	700437 	813883 	651298 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	79752 	58580 	228780 	41824 	36840 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	41343 u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	27672 u	46852 	79099 	83597 
A,FOR,TOTAL,N_GE1,RRDMV_PAS_X_BUS,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,TOTAL,NR,AL	: 	: 	: 	: 	: 	960690 	: 	1033579 	291788 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,AT	10960345 	10671412 	10994223 	10627682 	11534238 	11490865 	11042921 	11901742 	3964500 	7516079 	14040577 	16080860 	16422767 
A,FOR,TOTAL,N_GE1,TOTAL,NR,BE	9575837 	10676459 	10777700 	10711046 	13102132 	12140619 b	13098410 	14191324 	5847789 	7240150 	13498234 	14536552 	15252095 
A,FOR,TOTAL,N_GE1,TOTAL,NR,BG	469236 b	552451 	603672 	531182 	600214 	758740 	940329 	1128917 	193971 	187423 	879455 	1092893 	1365178 
A,FOR,TOTAL,N_GE1,TOTAL,NR,CH	12098147 	12402792 	12517583 	13600761 	13856757 	15318158 	15284798 	13442681 	6118105 	6296083 	11275095 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,CY	1175022 b	1101800 	1197614 	1108898 	1260505 	1405804 	1434756 	1564822 	470613 	471119 	1234615 	1674725 	1747492 
A,FOR,TOTAL,N_GE1,TOTAL,NR,CZ	5977897 	5781484 	5650580 	5855610 	6026617 	6775157 	7390006 	7346477 	2399036 	3264037 	6826441 	7831530 	7523124 
A,FOR,TOTAL,N_GE1,TOTAL,NR,DE	82728747 	87458553 	83008008 	83737354 	90965601 	92402056 	108541530 	99532966 	36866570 	48667340 	86623140 	102057649 	114397046 
A,FOR,TOTAL,N_GE1,TOTAL,NR,DK	7757264 	8201717 b	8444775 	8919631 	8033413 	7630465 	6952921 	10803454 	3298581 	3091776 	6043213 	6662470 	11307216 
A,FOR,TOTAL,N_GE1,TOTAL,NR,EA20	202787061 	203898181 	203741058 	201970498 	214276352 	227619803 	254031234 	251221152 	84893613 	111614269 	220634102 	257100170 	280311351 
A,FOR,TOTAL,N_GE1,TOTAL,NR,EE	1146808 	1165822 	1425510 	1249933 	1339274 	1279444 	2068465 	1701519 	563781 	574519 	1119496 	1512784 	1545574 
A,FOR,TOTAL,N_GE1,TOTAL,NR,EL	580378 	670578 	712481 	703885 	685775 	717643 	874327 	992928 	320253 	379680 	939366 	1024227 	1103565 
A,FOR,TOTAL,N_GE1,TOTAL,NR,ES	11082129 	9976819 	10313354 	12488197 b	13272399 	14351000 	16352217 	17125599 	4314476 	6031754 	13588870 	15942325 	18167614 
A,FOR,TOTAL,N_GE1,TOTAL,NR,EU27_2020	240534227 e	242764576 e	243577913 	243342231 	256270370 	283537629 	309489659 	311436542 	104199798 	134514021 	268385073 	310664732 e	342657389 
A,FOR,TOTAL,N_GE1,TOTAL,NR,FI	9077182 b	8603583 	8760224 	8917249 	9162665 	9371136 	9475932 	9403186 	2329503 	1790986 	6190196 	7287752 	7203734 
A,FOR,TOTAL,N_GE1,TOTAL,NR,FR	24645476 	25419906 	27331432 	23790486 	23537122 	28410849 	29659180 	29626325 	11221335 	12678578 	26790132 	31921612 	35599430 
A,FOR,TOTAL,N_GE1,TOTAL,NR,HR	2680804 	2926509 	2763254 	2577589 	1614859 	1923357 	2057870 	2254930 	493119 	638918 	1351328 	2061317 	2123739 
A,FOR,TOTAL,N_GE1,TOTAL,NR,HU	4050879 	4138246 	4733459 	5453200 	6099956 	6491791 	7315001 	7818471 	2606582 	2866070 	5516318 	6251811 	6883133 
A,FOR,TOTAL,N_GE1,TOTAL,NR,IE	5575463 	5581767 	5642009 	5962501 	6465858 	6981235 	7343516 	8008736 	2043861 	2006022 	7460294 	9203601 	11659211 
A,FOR,TOTAL,N_GE1,TOTAL,NR,IT	14199028 	11197028 	11476103 b	10092585 	10448557 	11374814 	14336155 	14743936 	3138447 	4037805 	9330779 	9664342 	9827692 
A,FOR,TOTAL,N_GE1,TOTAL,NR,LT	1707491 	1764146 	1788616 	1859929 	1952796 	2031791 	2244326 	2347280 	681903 	830176 	1919427 	2152952 	2276271 
A,FOR,TOTAL,N_GE1,TOTAL,NR,LU	1580124 	1624348 	1815108 	1701667 	1588159 	2355477 	2509460 	2547946 	1459657 	1813913 	2818099 	3083455 	3096136 
A,FOR,TOTAL,N_GE1,TOTAL,NR,LV	1397501 	1246149 	1362106 	1241742 	1249531 	1265421 	1368432 	1479803 	431549 	512117 	1303207 	1705072 	1798612 
A,FOR,TOTAL,N_GE1,TOTAL,NR,ME	: 	: 	: 	: 	657008 	546293 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	377043 	82885 	260883 	: 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,MT	296061 	336233 	362440 b	396218 	388781 	546302 	628979 	671717 	208969 	282766 	568160 	766816 	805354 
A,FOR,TOTAL,N_GE1,TOTAL,NR,NL	17854096 b	17407136 	17501581 	17535163 	18152184 	20762524 	20981160 	22045219 	7666687 	11600561 	23145692 	25004388 	24755429 
A,FOR,TOTAL,N_GE1,TOTAL,NR,NO	: 	7683544 	9181607 	8720412 	8101465 	8158780 	8085994 	: 	: 	2033000 	7875913 	7130125 	8563016 
A,FOR,TOTAL,N_GE1,TOTAL,NR,PL	9269583 	9971871 	10242798 b	10906350 	11286503 	11958127 	12746829 	13544558 	6187062 	6812721 	11741604 	13637177 	14687695 
A,FOR,TOTAL,N_GE1,TOTAL,NR,PT	1361005 	1329316 	1460477 	1636356 	1607577 	1927185 	2163849 	2696641 	688826 	856518 	2248981 	2809140 	2953516 
A,FOR,TOTAL,N_GE1,TOTAL,NR,RO	773039 	960271 	1028252 	1016647 	1057084 	1071104 	1258095 	1573973 	396351 	910903 	1475106 	1887675 	2234336 
A,FOR,TOTAL,N_GE1,TOTAL,NR,RS	: 	: 	: 	: 	: 	: 	846435 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,SE	: 	: 	9133320 	8689114 	8890230 	21232443 	18855245 	17999540 	4224602 	5766822 	15268834 	: 	18345355 
A,FOR,TOTAL,N_GE1,TOTAL,NR,SI	2474413 	2611650 	2642419 	2855015 	2853252 	3012579 	3187701 	3170206 	1137832 	2122974 	3160974 	4239917 	4712068 
A,FOR,TOTAL,N_GE1,TOTAL,NR,SK	2689150 	2128968 b	2406400 	2777004 	3095087 	3869703 	4662046 	5214323 	1043943 	1562293 	3302534 	4370683 	4864008 
A,FOR,TOTAL,N_GE1,TOTAL,NR,UK	50710620 	52277882 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,WW,NR,AL	: 	: 	: 	: 	: 	61817 	: 	45047 	: u	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,WW,NR,AT	: u	: u	: u	: u	40647 u	: u	53836 u	: u	: u	: u	: u	58387 u	101365 
A,FOR,TOTAL,N_GE1,WW,NR,BE	148626 	54293 u	88660 	47248 u	100495 u	109652 b	67703 u	71898 u	: u	36980 u	65510 u	55911 u	77056 u
A,FOR,TOTAL,N_GE1,WW,NR,BG	: 	: 	: 	: u	: 	: 	: 	: u	: 	: u	: 	: u	: u
A,FOR,TOTAL,N_GE1,WW,NR,CH	149464 u	151110 u	120611 u	104199 u	176386 u	116059 u	81958 u	122819 u	: u	: u	: u	: 	: 
A,FOR,TOTAL,N_GE1,WW,NR,CY	42123 b	36088 	52025 	36698 	25656 u	22076 u	: u	25676 u	: 	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,WW,NR,CZ	: 	: u	: 	: 	: u	: u	: u	: 	: 	: 	: 	: u	: 
A,FOR,TOTAL,N_GE1,WW,NR,DE	2812889 	2598964 	2294601 	2148140 	2547460 	2995893 	3445569 	3652207 	719575 u	904520 u	2079900 	2813364 	2366507 
A,FOR,TOTAL,N_GE1,WW,NR,DK	96554 u	219166 bu	219747 	157723 u	155444 u	175880 u	134511 u	347528 	143719 u	141121 u	218733 u	240013 	415960 
A,FOR,TOTAL,N_GE1,WW,NR,EA20	9427851 	8880462 	8469660 	8230664 	8070214 	8667825 	9502421 	9006040 	2081211 	2363646 	5859196 	7533013 	7132844 
A,FOR,TOTAL,N_GE1,WW,NR,EE	347020 	241616 	376351 	296582 	249160 	215607 	318952 	220884 	111233 	94201 	135018 	190397 	196908 
A,FOR,TOTAL,N_GE1,WW,NR,EL	: u	17473 u	23211 u	16273 u	16746 u	14026 u	13965 u	14123 u	: u	: u	21759 u	19896 u	11919 u
A,FOR,TOTAL,N_GE1,WW,NR,ES	433707 	422281 	361599 	421464 b	372442 	449292 	610352 	519389 	: u	77842 u	460622 	601664 	767817 
A,FOR,TOTAL,N_GE1,WW,NR,EU27_2020	10506926 e	10102407 e	9760778 	9580765 	9314180 	10167993 	11051739 	10604467 	2734619 	2963682 	6991725 	8755592 e	8591231 
A,FOR,TOTAL,N_GE1,WW,NR,FI	3556302 b	3370454 	3346796 	3301038 	3457094 	3285042 	2885428 	2954570 	906163 	693128 	1861830 	2027445 	1995151 
A,FOR,TOTAL,N_GE1,WW,NR,FR	412028 	459473 	502186 	390655 	423309 	444177 	532475 	443038 	: u	141577 u	329595 	578304 	495479 
A,FOR,TOTAL,N_GE1,WW,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,WW,NR,IE	359653 	338217 	270661 	276260 	285957 	263203 	279825 	316995 	58491 	95346 	238334 	301540 	378042 
A,FOR,TOTAL,N_GE1,WW,NR,IT	758103 	816011 	620637 bu	834311 	: u	412455 u	786740 u	321872 u	: u	159987 u	286487 u	384407 u	397330 u
A,FOR,TOTAL,N_GE1,WW,NR,LT	50135 	40322 	46197 	43150 	49225 	51931 	47916 	51703 	37728 	36882 	58600 	71732 	72783 
A,FOR,TOTAL,N_GE1,WW,NR,LU	12700 u	7871 u	9893 	12184 	8246 u	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,WW,NR,LV	113756 	93715 	115370 	79460 u	84614 u	88581 	98231 	75753 u	: u	: u	: u	29824 u	: u
A,FOR,TOTAL,N_GE1,WW,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,WW,NR,MT	10672 	19247 	26482 b	33508 	32562 	36181 	41987 	40164 	18002 u	45298 	71383 	89622 	84261 
A,FOR,TOTAL,N_GE1,WW,NR,NL	251549 b	295892 	257626 	211723 	188433 	212670 	215831 	219635 	: u	: u	147228 	226161 	103248 
A,FOR,TOTAL,N_GE1,WW,NR,NO	: 	584393 	612695 	462630 	490468 	407321 	546305 	: 	: 	167639 u	347099 	454589 	2426346 
A,FOR,TOTAL,N_GE1,WW,NR,PL	: u	99665 u	173538 b	183183 	192367 	221454 	232450 	237522 	121849 	130166 	190256 	212012 	216420 
A,FOR,TOTAL,N_GE1,WW,NR,PT	16313 u	20946 u	: u	20446 u	13401 u	17155 u	36471 u	20486 u	: u	: u	21286 u	23015 	21207 u
A,FOR,TOTAL,N_GE1,WW,NR,RO	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,WW,NR,SE	: 	: 	887670 	999367 	884510 	1093076 	1172048 	1006083 	385679 u	320999 u	716230 u	: 	817896 u
A,FOR,TOTAL,N_GE1,WW,NR,SI	26132 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	26615 u	26182 u	23087 u
A,FOR,TOTAL,N_GE1,WW,NR,SK	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u
A,FOR,TOTAL,N_GE1,WW,NR,UK	4435728 	4583151 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,AIR,NR,AL	: 	: 	: 	: 	: 	292014 	: 	399220 	100701 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,AIR,NR,AT	2981980 	3071876 	3017496 	2955255 	3128212 	3065084 	3130054 	3476975 	781888 	1638690 	3260553 	4064218 	4500430 
A,FOR,TOTAL,N_GE4,AIR,NR,BE	2637047 	3370024 	3265287 	3210632 	3964527 	3926228 b	4336799 	4706798 	1430914 	2259908 	4429458 	4661274 	5153918 
A,FOR,TOTAL,N_GE4,AIR,NR,BG	130798 b	133174 	144897 	127417 	159835 	206436 	232231 	284805 	56503 u	42888 u	261264 	255363 	336910 
A,FOR,TOTAL,N_GE4,AIR,NR,CH	3540391 	3774899 	4187679 	4283664 	4826246 	5104650 	5312992 	4676715 	1637317 	2176896 	3623880 	: 	: 
A,FOR,TOTAL,N_GE4,AIR,NR,CY	871323 b	820789 	925540 	828801 	934545 	1007529 	1038258 	1083328 	341823 	363459 	882664 	1211869 	1282938 
A,FOR,TOTAL,N_GE4,AIR,NR,CZ	1751847 	1643370 	1406827 	1329754 	1454469 	1931116 	2143007 	2197169 	288123 	1062407 	2252002 	2513025 	2625907 
A,FOR,TOTAL,N_GE4,AIR,NR,DE	27295662 	30123664 	29115064 	28600611 	30576795 	33772606 	37286948 	32568660 	8433912 	13228168 	27290897 	33635184 	38073408 
A,FOR,TOTAL,N_GE4,AIR,NR,DK	3383238 	3171734 b	3344148 	3348249 	3248047 	3451713 	3970972 	4930542 	1386815 	1368981 	2831499 	3133322 	5155726 
A,FOR,TOTAL,N_GE4,AIR,NR,EA20	74909093 	76346668 	77024553 	74501440 	80629825 	87585691 	97256880 	97185518 	24341526 	35004763 	80848743 	95105056 	106581114 
A,FOR,TOTAL,N_GE4,AIR,NR,EE	275795 	379587 	399576 	430419 	404937 	424344 	742092 	649523 	181615 	260597 	499963 	645666 	707233 
A,FOR,TOTAL,N_GE4,AIR,NR,EL	258338 	330955 	371768 	373502 	398197 	405762 	492717 	567457 	164494 	195943 	552417 	644668 	647541 
A,FOR,TOTAL,N_GE4,AIR,NR,ES	5155040 	4644546 	4818733 	5842191 b	6709541 	6554882 	7843641 	7933283 	1813470 	2698459 	6626796 	7993995 	8912773 
A,FOR,TOTAL,N_GE4,AIR,NR,EU27_2020	88129185 e	90014004 e	91294260 	88666797 	95727806 	111134180 	121176092 	122795215 	30970674 	43760758 	101652614 	118914228 e	135220510 
A,FOR,TOTAL,N_GE4,AIR,NR,FI	3303026 b	3148322 	3386257 	3565362 	3478872 	3525334 	4065250 	4801039 	980640 	715754 	3231894 	3320961 	3341386 
A,FOR,TOTAL,N_GE4,AIR,NR,FR	11852191 	12087161 	12856757 	11078875 	11490614 	13234833 	13942991 	14500076 	4384305 	5094978 	11948490 	14122728 	16110540 
