freq,c_dest,unit,purpose,duration,accommod,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FOR,NR,PER_VFR,N1-3,NR_RF,LT	380678 	371045 	350699 	300441 	296793 	297506 	297523 	347610 	71117 	93046 	218278 	207726 	194422 
A,FOR,NR,PER_VFR,N1-3,NR_RF,LU	307589 	309163 	320447 	264134 	166523 	322301 	359172 	395053 	359200 	375498 	443792 	526588 	482704 
A,FOR,NR,PER_VFR,N1-3,NR_RF,LV	238455 	182453 	209179 	198562 	143968 u	167012 u	125486 u	205441 	: u	: u	144882 	145933 	178307 
A,FOR,NR,PER_VFR,N1-3,NR_RF,ME	: 	: 	: 	: 	227927 	128206 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,NR_RF,MK	: 	: 	: 	: 	: 	: 	: 	55413 	8093 u	49836 u	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,NR_RF,MT	8646 	17254 	: u	: u	: u	: u	: u	: u	: u	: u	: u	12707 u	22192 u
A,FOR,NR,PER_VFR,N1-3,NR_RF,NL	632307 b	708056 	750879 	816780 	642160 	370151 	456746 	531891 	160221 u	621046 	960778 	978504 	1151742 
A,FOR,NR,PER_VFR,N1-3,NR_RF,NO	: 	345379 	438943 	323799 u	451175 	544110 	409082 u	: 	: 	299239 u	710619 	385999 u	497222 
A,FOR,NR,PER_VFR,N1-3,NR_RF,PL	982917 	662696 u	1074176 b	1274182 	1248084 	1430689 	1311919 	1476393 	735121 	706118 	1227497 	1371264 	1348020 
A,FOR,NR,PER_VFR,N1-3,NR_RF,PT	155579 	103705 u	72039 u	89682 u	194823 	144469 	183003 	246123 	80977 u	84151 u	210539 	249202 	193913 
A,FOR,NR,PER_VFR,N1-3,NR_RF,RO	66489 u	: u	: u	84861 u	107944 u	: u	93223 u	128741 u	: u	: u	91988 u	174472 u	52112 u
A,FOR,NR,PER_VFR,N1-3,NR_RF,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,NR_RF,SE	: 	: 	581929 	558258 	632193 	1633524 	1590427 	1106643 	384343 u	509899 u	804114 u	: 	: u
A,FOR,NR,PER_VFR,N1-3,NR_RF,SI	401567 	443170 	340461 	265688 	417626 	597627 	358451 	380083 	: u	321373 	466660 	1052560 	838831 
A,FOR,NR,PER_VFR,N1-3,NR_RF,SK	: u	215098 bu	595049 u	264810 u	630758 u	735619 	970200 	1356034 	325045 u	326183 u	567925 	746194 	731716 
A,FOR,NR,PER_VFR,N1-3,NR_RF,UK	4512600 	4012219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_APT,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	109102 u	167564 u
A,FOR,NR,PER_VFR,N1-3,R_APT,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	72113 u	127062 u	133305 u
A,FOR,NR,PER_VFR,N1-3,R_APT,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_APT,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,EA20	: u	: u	: u	: u	: u	: u	: u	: u	894864 	721498 	978564 	1892181 	1565676 
A,FOR,NR,PER_VFR,N1-3,R_APT,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	203103 u
A,FOR,NR,PER_VFR,N1-3,R_APT,EU27_2020	: u	: u	: u	: u	: u	: u	: u	: u	985157 	770343 	1340334 	2146220 e	2299674 
A,FOR,NR,PER_VFR,N1-3,R_APT,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,LT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	14173 u	37463 
A,FOR,NR,PER_VFR,N1-3,R_APT,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	59777 	29059 u	34409 u	43915 u
A,FOR,NR,PER_VFR,N1-3,R_APT,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_APT,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,NL	: 	: 	: 	: 	: 	: 	: 	: 	142277 u	: 	76376 u	73784 u	113230 u
A,FOR,NR,PER_VFR,N1-3,R_APT,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	150775 u	: u	41240 u
A,FOR,NR,PER_VFR,N1-3,R_APT,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_APT,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,AT	: 	: u	: 	: 	: u	: u	: u	: 	: u	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,BE	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,BG	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,CH	: 	: 	: 	: 	: u	: u	: u	: u	: 	: 	: u	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,CZ	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,DE	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,DK	: u	: u	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,EA20	: u	66289 u	: u	: u	: u	: u	304463 u	: u	: u	: u	: u	: u	785064 u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,EE	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,ES	: u	: u	: u	: u	: u	: 	: u	: u	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,EU27_2020	: u	96713 u	: u	196245 u	143585 u	151260 u	325455 u	210732 u	: u	: u	: u	: u	790357 u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,FI	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,FR	: u	: 	: 	: 	: u	: 	: u	: 	: u	: 	: 	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,HU	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,IE	: 	: u	: 	: 	: u	: 	: 	: u	: u	: 	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,IT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,LT	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,LU	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,LV	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,NL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,NO	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,PL	: u	: 	: 	: u	: u	: 	: 	: 	: u	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,RO	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,SE	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_CAMP,SI	: u	: 	: u	: 	: 	: 	: u	: u	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_CAMP,UK	: u	110630 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_HOT,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_HOT,AT	340519 	539151 	335509 	269789 	250198 	246269 	463259 	457409 	162477 u	281716 	369712 	495613 	509708 
A,FOR,NR,PER_VFR,N1-3,R_HOT,BE	: 	180354 	191676 	271068 	352497 	256884 b	227743 	301992 	101401 u	87623 u	196978 	264706 	368235 
A,FOR,NR,PER_VFR,N1-3,R_HOT,BG	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,CH	: u	763538 u	316195 u	591223 u	556080 u	911966 u	472849 u	492244 u	: u	: u	: u	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_HOT,CY	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,CZ	: u	: u	: 	: u	: 	: 	: u	: u	: 	: 	: u	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_HOT,DE	1682642 u	2096333 u	2998657 u	2311606 u	2459042 u	2604275 u	1598776 u	2643472 u	: u	953449 u	1279796 u	2440761 u	3046219 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,DK	155320 u	299873 bu	415151 	406721 	369501 	911911 	: u	303714 u	: u	: u	: u	: u	338815 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,EA20	3416642 	4498619 	4833559 	4125942 	5233774 	5105011 	4372997 	5404079 	2420681 	2032336 	3818177 	5379909 	6368091 
A,FOR,NR,PER_VFR,N1-3,R_HOT,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,EL	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,ES	303718 	294596 	252217 	269041 bu	299194 	317302 	360966 	369126 	: u	196460 u	375729 	201174 u	376527 
A,FOR,NR,PER_VFR,N1-3,R_HOT,EU27_2020	4014652 e	5222001 e	5615749 	4987738 	6088738 	8731188 	5839775 	7373502 	2801903 	2530598 	5500512 	6647864 e	9622049 
A,FOR,NR,PER_VFR,N1-3,R_HOT,FI	: u	: u	: u	190604 u	: u	153022 u	: u	320597 u	: u	: u	183317 u	212192 u	172692 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,FR	215324 u	258342 u	153957 u	147354 u	261210 u	325651 u	353733 	235609 u	: u	: u	448856 u	458014 u	469896 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,HR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	61031 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,HU	40600 	17526 u	: u	: u	16952 u	: u	43459 u	: u	: u	: u	50930 u	: u	68507 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,IE	286536 	293932 	420021 	271725 	351724 	325725 	369744 	365607 	254038 	: u	354873 	595653 	432671 
A,FOR,NR,PER_VFR,N1-3,R_HOT,IT	: u	459264 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,LT	22079 	15571 u	9015 u	41592 	: u	: u	: u	: u	7494 u	: u	: u	: u	11842 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,LU	84828 	80574 	76594 	86620 	67951 	105644 	145383 	152747 	57370 	91655 	132885 	164768 	170670 
A,FOR,NR,PER_VFR,N1-3,R_HOT,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_HOT,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_HOT,MT	3511 u	3785 u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,NL	: 	: 	: 	: 	: 	401859 	266785 	241209 	: u	: u	212807 	265761 	391142 
A,FOR,NR,PER_VFR,N1-3,R_HOT,NO	: 	144229 u	220907 u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,PL	: u	: u	39537 bu	170083 	119286 	151655 	165282 	178023 	155535 	157215 	443612 	135243 	219978 
A,FOR,NR,PER_VFR,N1-3,R_HOT,PT	: u	: u	: u	: u	: u	: u	: u	88776 u	: u	: u	36149 u	50660 u	49743 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,RO	: 	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_HOT,SE	: 	: 	317293 u	266533 u	333083 u	2550784 	1163967 	1424998 	: u	: u	977784 u	: 	2594656 u
A,FOR,NR,PER_VFR,N1-3,R_HOT,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,SK	: u	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_HOT,UK	156363 	439412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,AT	: u	138471 u	: u	: u	: u	120479 u	180008 u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,BE	: 	: u	37921 u	66965 u	108503 u	: u	111153 u	187949 u	: 	: u	: 	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,BG	: u	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,CH	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,CY	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,CZ	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,DE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,DK	: u	: u	: u	: u	: u	235025 u	: u	: u	: 	: 	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,EA20	694643 	922212 	855286 	728400 	916568 	1223117 	2687409 	2104373 	: u	: u	236588 u	240096 	790034 u
A,FOR,NR,PER_VFR,N1-3,R_OTH,EE	: 	: 	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,EL	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,ES	: u	: u	: u	: u	: u	89390 u	: u	231443 u	: u	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,EU27_2020	801527 e	1067387 e	1003893 	871951 	1058369 	2303211 	3244078 	2644889 	259706 u	284159 u	484057 	458109 e	1218179 
A,FOR,NR,PER_VFR,N1-3,R_OTH,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,HU	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,IE	47772 u	: u	: u	: u	121115 u	: u	93354 u	90992 u	: u	: 	: u	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,IT	: u	: u	: u	: u	: 	: 	: u	: u	: u	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,LT	: u	: 	32497 	18661 u	: u	: u	: u	: u	: 	: 	: 	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,LU	: u	: u	: u	: u	: u	: u	32606 u	37271 u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,LV	: 	: 	: u	: u	: 	: 	: u	: u	: 	: 	: 	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,ME	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,MT	: u	: u	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,NL	: 	: 	: 	: 	: 	323618 	284164 	277304 u	: u	: u	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,PL	: u	: u	33133 bu	58464 	41956 u	61385 u	109881 u	75707 u	: u	: u	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,PT	: 	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,SE	: 	: 	: u	: u	: u	772525 u	343527 u	278260 u	: u	: u	: u	: 	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,SI	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,FOR,NR,PER_VFR,N1-3,R_OTH,SK	: u	: u	: 	: u	: 	: u	: u	: 	: u	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,R_OTH,UK	: u	88108 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOTAL,AL	: 	: 	: 	: 	: 	150673 	: 	168387 	38622 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOTAL,AT	1494314 	1398821 	1505273 	1309355 	1529013 	1647513 	1948838 	2046506 	1172405 	1622685 	3004221 	3521515 	2895852 
A,FOR,NR,PER_VFR,N1-3,TOTAL,BE	284330 u	769405 	995175 	1046127 	1261956 	1412361 b	1461416 	1617092 	688808 	980762 	1148701 	1565840 	1458850 
A,FOR,NR,PER_VFR,N1-3,TOTAL,BG	74561 bu	59904 u	75920 u	: u	77168 u	65621 u	127752 u	: u	: u	: u	: u	96648 u	200207 
A,FOR,NR,PER_VFR,N1-3,TOTAL,CH	1694629 	2845711 	2125637 	2958993 	2458067 	3731534 	3599535 	2664330 	1229764 	1040264 	1743703 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOTAL,CY	64893 b	84464 bu	43013 u	86762 	93078 u	73772 u	: u	96170 u	: u	: u	123206 u	137627 	85264 u
A,FOR,NR,PER_VFR,N1-3,TOTAL,CZ	651523 	702892 	796544 	858068 	885686 	972661 	1164467 	971886 	394854 	301022 u	1017584 	728155 	498205 
A,FOR,NR,PER_VFR,N1-3,TOTAL,DE	9137342 	10211432 	10318379 	8770957 	9946949 	9169217 	10966941 	8808514 	4822110 	6932927 	6336956 	9673240 	11355650 
A,FOR,NR,PER_VFR,N1-3,TOTAL,DK	1077804 	1681722 b	1647610 	1738161 	1716899 	1752312 	445505 	1375662 	322361 u	353215 u	598369 u	610142 	1327494 
A,FOR,NR,PER_VFR,N1-3,TOTAL,EA20	22470599 	23815773 	24835721 	22026520 	24143124 	25003517 	28392502 	26803021 	11747763 	16058880 	23376678 	29731114 	31531689 
A,FOR,NR,PER_VFR,N1-3,TOTAL,EE	314833 	208015 	321154 	198843 	212437 	198971 	297290 	268741 	44184 u	55822 u	166418 	176509 	177460 
A,FOR,NR,PER_VFR,N1-3,TOTAL,EL	54878 u	34087 u	53935 u	61089 u	48088 u	58347 u	92880 	66799 u	: u	63573 u	60218 u	: u	98375 u
A,FOR,NR,PER_VFR,N1-3,TOTAL,ES	1652915 	1586456 	1533532 	1731726 b	1474653 	1780949 	1850255 	2481885 	647648 	855905 	1670317 	1615190 	2341070 
A,FOR,NR,PER_VFR,N1-3,TOTAL,EU27_2020	27840758 e	29518800 e	31229972 	29341589 	31846592 	36954219 	38117441 	37448382 	15402707 	19909251 	31100025 	36758106 e	40602030 
A,FOR,NR,PER_VFR,N1-3,TOTAL,FI	708113 b	710908 	855656 	845047 	931085 	1036007 	955523 	801896 	: u	172319 u	390892 u	641554 	685699 
A,FOR,NR,PER_VFR,N1-3,TOTAL,FR	2802498 	2872363 	2680077 	2184425 	2315474 	3115435 	3164967 	2581782 	1577396 	1787740 	2985072 	3835235 	3862907 
A,FOR,NR,PER_VFR,N1-3,TOTAL,HR	796608 	697181 	699152 	519843 	490878 	421748 	537582 	640582 	242049 	277604 	450822 	698734 	491919 
A,FOR,NR,PER_VFR,N1-3,TOTAL,HU	1361096 	1433897 	1695278 	2114284 	2340561 	2264011 	2970416 	2983767 	1092091 	1284346 	1667172 	1355404 	1193252 
A,FOR,NR,PER_VFR,N1-3,TOTAL,IE	1087223 	1215759 	1271662 	1148602 	1418847 	1375320 	1564417 	1465965 	426689 	371609 	2017909 	2152351 	2244336 
A,FOR,NR,PER_VFR,N1-3,TOTAL,IT	1453486 	1488910 	1601680 bu	1454463 u	: u	908629 u	1724222 u	1384885 u	402780 u	617945 u	1050090 u	521196 u	597304 u
A,FOR,NR,PER_VFR,N1-3,TOTAL,LT	412689 	392572 	394340 	362393 	310485 	305215 	306496 	357315 	79179 	96030 	247529 	247910 	251158 
A,FOR,NR,PER_VFR,N1-3,TOTAL,LU	408119 	418553 	424867 	374525 	262024 	524051 	610591 	648889 	487213 	581006 	680943 	798340 	771855 
A,FOR,NR,PER_VFR,N1-3,TOTAL,LV	245660 	185885 	220735 	207756 	154078 u	186430 	147705 u	229941 	: u	: u	148785 	189784 	187798 
A,FOR,NR,PER_VFR,N1-3,TOTAL,ME	: 	: 	: 	: 	233267 	139532 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	55799 	8093 u	53190 u	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOTAL,MT	13286 	23196 	: u	: u	: u	: u	: u	18253 u	: u	: u	: u	18528 u	31154 u
A,FOR,NR,PER_VFR,N1-3,TOTAL,NL	632307 b	708056 	750879 	816780 	642160 	1141641 	1058335 	1103820 	399941 	688941 	1459954 	1639814 	1874328 
A,FOR,NR,PER_VFR,N1-3,TOTAL,NO	: 	685184 	795921 	511060 	692868 	829645 	636670 	: 	: 	353381 u	872589 	564303 	659484 
A,FOR,NR,PER_VFR,N1-3,TOTAL,PL	1134894 	750253 	1154490 b	1525332 	1429094 	1648596 	1597283 	1735272 	967944 	914963 	1854836 	1519534 	1650069 
A,FOR,NR,PER_VFR,N1-3,TOTAL,PT	208361 	115450 u	160211 	194776 	236599 	185143 	230923 	341957 	93855 u	124022 	247301 	328674 	251525 
A,FOR,NR,PER_VFR,N1-3,TOTAL,RO	66489 u	: u	: u	91462 u	130316 u	63529 u	107042 u	139102 u	: u	: u	102395 u	185274 u	59430 u
A,FOR,NR,PER_VFR,N1-3,TOTAL,RS	: 	: 	: 	: 	: 	: 	194737 u	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOTAL,SE	: 	: 	995565 	947774 	1123743 	5183973 	3312474 	3384099 	815089 	969331 	2422781 	: 	4141684 u
A,FOR,NR,PER_VFR,N1-3,TOTAL,SI	424100 	464918 	397891 	300410 	452818 	634682 	418375 	463743 	: u	412595 	548945 	1136144 	974208 
A,FOR,NR,PER_VFR,N1-3,TOTAL,SK	274645 u	229342 bu	603778 u	404491 u	699348 u	815195 	1012208 	1378287 	348783 u	371644 	619686 	798046 	894976 
A,FOR,NR,PER_VFR,N1-3,TOTAL,UK	4689629 	4653167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOT_NR,AL	: 	: 	: 	: 	: 	141563 	: 	156884 	38382 	: 	: 	: 	: 
A,FOR,NR,PER_VFR,N1-3,TOT_NR,AT	1111811 	711084 	1133949 	967999 	1206373 	1270096 	1294528 	1503953 	976281 	1269936 	2519721 	2862064 	2184762 
A,FOR,NR,PER_VFR,N1-3,TOT_NR,BE	284330 u	538724 	763018 	702866 	786119 	1078969 b	1102276 	1126327 	553711 	822108 	863734 	1146236 	945800 
A,FOR,NR,PER_VFR,N1-3,TOT_NR,BG	: u	57344 u	73902 u	: u	74420 u	65621 u	127752 u	: u	: u	: u	: u	89779 u	175523 u
